dataset,target,feature,importance,importance_std,n,importance_ci95
with_ring_types,homo,pas_acceptor_fraction,0.006857219873021738,0.00025596446296296133,5,0.00031782185848067043
with_ring_types,homo,paper_lalas_lower_to_upper_a_ratio,0.006595255563466527,0.00013932023007869634,5,0.00017298891391018275
with_ring_types,homo,pas_donor_fraction,0.006481416050859749,0.0003934893851495351,5,0.0004885816032155135
with_ring_types,homo,pas_middle_non_benzene_count,0.006360509458731558,0.0002944978384288062,5,0.0003656673635258783
with_ring_types,homo,pas_thiophene_fraction,0.006352909595545795,0.0002118374485619342,5,0.0002630309333506959
with_ring_types,homo,pas_longest_l_run,0.00612114402893726,0.0002133150570058191,5,0.0002648656265589097
with_ring_types,homo,atoms,0.006076914229149279,0.00023005263424342477,5,0.00028564807363199953
with_ring_types,homo,paper_lalas_longest_l,0.00602778424823675,0.0003154235609974306,5,0.0003916500798757393
with_ring_types,lumo,aromatic_ring_fraction,0.3404258626164708,0.012435533527295534,5,0.015440754279298759
with_ring_types,lumo,borole,0.07816802735925182,0.009987362841521782,5,0.012400948877315666
with_ring_types,lumo,dhdiborinine,0.06473044547728968,0.01675123968091037,5,0.020799411237068757
with_ring_types,lumo,pas_pyrazine_fraction,0.06395918278658083,0.013847312546366671,5,0.01719370946069882
with_ring_types,lumo,pyrrole,0.03660970150777158,0.0026226757320858512,5,0.0032564820354937084
with_ring_types,lumo,pas_cyclobutadiene_fraction,0.0248793410275425,0.00852716288994947,5,0.010587871167269442
with_ring_types,lumo,pyrazine,0.02426481737355503,0.008329985912512699,5,0.010343043613111568
with_ring_types,lumo,pas_pyrazine_count,0.02134700887455363,0.006097150570573846,5,0.0075706123551090975
with_ring_types,lumo,paper_lalas_longest_l,0.018573130584282,0.0011338063080103015,5,0.0014078064735927223
with_ring_types,lumo,pas_longest_l_run,0.018442045275743415,0.0009787003902384207,5,0.001215217039587024
with_ring_types,lumo,heteroatom_density,0.01765503090926682,0.001765802509077779,5,0.0021925334034597578
with_ring_types,lumo,pas_pyridine_fraction,0.015146483396242753,0.0012685803218445409,5,0.0015751505144641134
with_ring_types,lumo,pas_14diborinine_fraction,0.015103693658574507,0.0016107719889366635,5,0.002000037587977731
with_ring_types,lumo,paper_lalas_upper_a_ratio,0.010798749178788461,0.0002978185344378425,5,0.00036979055220927765
with_ring_types,lumo,c,0.009826769550676032,0.0009811235698765984,5,0.0012182258145049297
with_ring_types,lumo,pas_alternation_fraction,0.00975804440146378,0.0003333860108350245,5,0.00041395340715862073
with_ring_types,lumo,heterocycle_fraction,0.00891365881443328,0.0011606243566685789,5,0.0014411054791137819
with_ring_types,lumo,b,0.008517758992663965,0.00037775270871974025,5,0.0004690419386412555
with_ring_types,lumo,pas_dhdiborinine_fraction,0.007804747889676783,0.0070126066402063855,5,0.008707301198708942
with_ring_types,lumo,atoms,0.0075199781155663985,0.0005700759053971426,5,0.0007078427279750482
