property,bin_midpoint,bin,borinine__B_1,borinine__B_2,borinine__B_3,borinine__B_4,14diborinine__B_1_4,dhdiborinine__B_1_4,borole__B_1,borole__B_2,borole__B_3,pyridine__N_1,pyridine__N_2,pyridine__N_3,pyridine__N_4,pyrazine__N_1_4,pyrrole__N_1,pyrrole__N_2,pyrrole__N_3,thiophene__S_1,thiophene__S_2,thiophene__S_3,furan__O_1,furan__O_2,furan__O_3,cyclobutadiene__none_none
homo,-9.461,"(-9.5, -9.422]",0.05827980573398089,0.016293279022403257,0.004386652044493185,0.04809650634497885,0.2983315055616481,0.02682907723640921,0.02483158389472035,0.0012141626194579352,0.016645777847407176,0.026789910700297667,0.005209149302835657,0.001331662227792574,0.0269857433808554,0.040929030236565876,0.08628387905373648,0.010418298605671315,0.05581231395895347,0.05224815917280276,0.007167476108412972,0.033448221839260536,0.03662071126429579,0.006854143819520602,0.02526241579194736,0.08973053423155256
homo,-9.3825,"(-9.422, -9.343]",0.05444159477733738,0.01754488225693635,0.003847050594544183,0.04435765912800187,0.326299836791793,0.02209139659594311,0.021508510142224296,0.0018652366519002097,0.014863604569829797,0.02512240615528095,0.004546514339006762,0.0013989274889251574,0.02424807647470273,0.03631382606668221,0.08440195849848449,0.01270692469107018,0.05840522266262532,0.05141058521799954,0.008801585451154115,0.032758218698997435,0.03421543483329447,0.006644905572394498,0.0268710655164374,0.0853345768244346
lumo,-9.962,"(-10.008999999999999, -9.915]",0.025052732857195722,0.005883876697627946,0.0011841764422899012,0.026236909299485623,0.0353772712134108,0.20674980572105245,0.10857417755245531,0.031676719831254856,0.07049550383007068,0.04388853939236946,0.010583576952965992,0.003071457647189431,0.0363764200865929,0.14435850941790326,0.017355585982311364,0.0005550827073233912,0.012729896754616438,0.03404507271583466,0.0024793694260444804,0.02135218147503978,0.04325944565740295,0.002886430078081634,0.02512674388483884,0.09070051437664212
lumo,-9.869,"(-9.915, -9.823]",0.027088192503983557,0.00565780661847909,0.0018936332355725932,0.026741796180403204,0.04080548691776551,0.2107706163545251,0.10093988869131469,0.026533958386254993,0.06542271898020922,0.04433872941828511,0.012308616031221855,0.0038334526476225665,0.036948941181904255,0.13056832090155415,0.020575941620672934,0.001016095882502367,0.014664111031568252,0.0377802923584971,0.0028404498533588897,0.0232316467681223,0.04325335427106667,0.0031175669122231716,0.026834168533357967,0.09283421471953444
lumo,-9.777000000000001,"(-9.823, -9.731]",0.029818340856906326,0.006825885256400243,0.0018587650927039566,0.027615938520173067,0.04773433717061589,0.2101341747239187,0.0921728807734962,0.020009059527342592,0.059980318957841956,0.04276721700691961,0.012698958154355603,0.0039362084316083784,0.036800424860592616,0.1276299964074288,0.025866512550569345,0.0012964496024741882,0.017088142953093518,0.04043985567235751,0.003186454444635354,0.024773121319567017,0.04251729901126193,0.003780009684322332,0.027959575764202372,0.09311007325721248
lumo,-9.6845,"(-9.731, -9.638]",0.03054867256637168,0.007775811209439528,0.0026430678466076696,0.028814159292035398,0.05551622418879056,0.19413569321533924,0.0856519174041298,0.016035398230088496,0.05767551622418879,0.045144542772861354,0.013451327433628318,0.003705014749262537,0.03871386430678466,0.13238938053097346,0.028460176991150443,0.0017581120943952803,0.019787610619469025,0.039787610619469026,0.003646017699115044,0.02576991150442478,0.044283185840707964,0.004176991150442478,0.029533923303834808,0.09059587020648968
lumo,-9.591999999999999,"(-9.638, -9.546]",0.033533255751499416,0.008763763315728226,0.002649718019872885,0.030203204726524036,0.060227374451705305,0.18219496911646227,0.08118342135887566,0.012308656342314922,0.055957389669680425,0.04603885059529138,0.01350819085131143,0.003920866529406499,0.039906901799301765,0.1320293617402202,0.031438546235789094,0.001844060513830454,0.021188792408915944,0.042413391818100436,0.0038313490287351175,0.027786232208396742,0.04656700384925253,0.004368454032763406,0.02955867872169009,0.08857756691433175
lumo,-9.4995,"(-9.546, -9.453]",0.035314886871307107,0.008675601671710621,0.002471537685545468,0.03261997405966278,0.06941922467214295,0.16279723303069607,0.07975933131575155,0.00858192823173368,0.058733246865542585,0.046534082720853145,0.01217754719700245,0.0039847240236345295,0.04165585819282317,0.12311572272661767,0.03382331748090503,0.0025796224239804004,0.022820291108228852,0.04625306240092232,0.0043810347312292835,0.030393428447903156,0.04852284190805592,0.004712494595763078,0.032670413604265744,0.08800259403372244
lumo,-9.407,"(-9.453, -9.361]",0.03840634865178493,0.010019589982905556,0.002894825499419787,0.03411402118712801,0.07479754938048239,0.13975643537177296,0.07878417329024369,0.0054589920517075724,0.05852039479430518,0.046273536054302934,0.012777160825025268,0.003793219619929376,0.041981208589646005,0.11653544289582371,0.03904271115381256,0.0027138989057060503,0.026508865403091973,0.05014162185094144,0.00469785258849806,0.03296607314425464,0.05014162185094144,0.004916212270566362,0.034382291653669066,0.09037595298404102
lumo,-9.3145,"(-9.361, -9.268]",0.03966478125908824,0.011110649486310516,0.0028844955397152303,0.03722542391994635,0.08374533346786399,0.11697044875865793,0.07820781425273167,0.003982503101129464,0.05833090980313021,0.04561776279475568,0.012546962080160488,0.003709485004777817,0.03994373453144753,0.11022808881397378,0.04485806026577718,0.003709485004777817,0.030708600663552677,0.05255004837168446,0.005139862422620143,0.03437060426026934,0.04996231163235146,0.005086445838551342,0.03533210277350775,0.09411408595321895
lumo,-9.222000000000001,"(-9.268, -9.176]",0.04238799272572684,0.011732127252544815,0.003206112278878628,0.03700904560591389,0.09185541201199783,0.09827354101225762,0.07502775087976193,0.0030821189863253114,0.05484636640608394,0.04535792730450391,0.012234004865260622,0.0037197987765995133,0.04103587539264543,0.1064039583382537,0.04945561040126591,0.004192154176802626,0.03334829125433977,0.05484636640608394,0.005538367067381498,0.036642970170756475,0.05190004959731702,0.005579698164899271,0.03568054604284263,0.09664391488155688
lumo,-9.1295,"(-9.176, -9.083]",0.0452989694577964,0.012331593942681155,0.0033540938024077156,0.03929526623898853,0.09861534529086477,0.08120897001889016,0.0692888448326382,0.002200734409386475,0.05003086015673219,0.04661442260335035,0.012287953316999271,0.003316687551823243,0.041308969395452644,0.10316643911197561,0.05493731335839552,0.0047443594491306165,0.036489797445153085,0.05559192274362379,0.006078515719976808,0.03746859433544679,0.05159568830618263,0.005392734459261476,0.03683268807551075,0.10254923597733182
lumo,-9.036999999999999,"(-9.083, -8.991]",0.04907734323644816,0.012116858562105677,0.0039711851886990645,0.04202950604148736,0.10424022282008362,0.06290872373155873,0.06184477138578099,0.0017687360652738154,0.04154835561760062,0.047566124299451756,0.012354045390782243,0.003530695364014014,0.04257842413071027,0.10421311575394916,0.056816410617837806,0.005760251553573728,0.04064704566862967,0.05667409852063186,0.006085536347187303,0.03885120253722139,0.05260126183392856,0.006160080779057081,0.0371773412034182,0.10947866335056891
lumo,-8.9445,"(-8.991, -8.898]",0.05134866488953147,0.013388755854756849,0.003923251856202654,0.043057877377671354,0.11253934547207037,0.04750071537221946,0.05149926956731276,0.0010918839139143661,0.03237247548908869,0.04764378981611169,0.01224416030361903,0.0039985541950933,0.04393891474269191,0.10506182322022922,0.06048283859696682,0.00622750342625642,0.04296751457100258,0.057719242759680114,0.006852512839048781,0.03914215575535776,0.053615265290139914,0.006204912724589225,0.03927016973147186,0.11790840223497343
lumo,-8.852,"(-8.898, -8.806]",0.05150157513694133,0.014072331618276576,0.004139410009392637,0.04638965313739018,0.11997639372605086,0.032400442202033135,0.04094524840616091,0.0007813344194435902,0.02351484119793528,0.04935706151761743,0.01327437306224908,0.00428071517035584,0.045666503195990256,0.10117449524965297,0.06372862759440431,0.006790959794525672,0.044278387791234095,0.060312367526411594,0.006915640818904968,0.040862127723241375,0.0560067161511799,0.0065997822238107505,0.04062938981106669,0.1264016225157306
lumo,-8.7595,"(-8.806, -8.713]",0.05438167259786477,0.015180160142348754,0.00419817615658363,0.04741251482799525,0.12395277283511269,0.020675785883748517,0.02840487841043891,0.0006672597864768683,0.016227387307236062,0.05249110320284697,0.013734430604982206,0.004819098457888494,0.04768127224199288,0.09671559905100831,0.06509489916963226,0.007312055160142349,0.045345862989323846,0.06373257710557532,0.007265717674970344,0.04344602609727165,0.062333185053380785,0.006468712930011862,0.043529433570581255,0.128929418742586
lumo,-8.667,"(-8.713, -8.621]",0.057824830782738305,0.015181059917713959,0.004624761360271973,0.04970852773325438,0.13006503251625812,0.012424579636757154,0.020081469306081613,0.0003164847729987443,0.010178558667088647,0.053077559187757146,0.014619554675296832,0.004686016477626569,0.04804443037845453,0.08272503598738144,0.06836071096772876,0.007513961062163735,0.04906534900103113,0.06945309389388572,0.007626262110647161,0.04827924166164715,0.06564506743167502,0.0070749660544557995,0.04545129707710999,0.1279721493399761
lumo,-8.575,"(-8.621, -8.529]",0.05999472422612426,0.01669897122409423,0.004931701666456401,0.052253099517152,0.14010620362193346,0.007328738057827069,0.014531316305581998,0.00025231962014428096,0.006365335871821633,0.050578614765285405,0.01392345540250714,0.004346778910667385,0.04744755766076774,0.06388274019107476,0.07499627255106606,0.00825773302290374,0.05309034189308529,0.07274833411705336,0.00763840304618596,0.05185168193964974,0.07027101421018224,0.006950258627610648,0.05049833124978496,0.12105607230104025
lumo,-8.4825,"(-8.529, -8.436]",0.06611101586506125,0.01702559774222902,0.006119192372110198,0.055441992957653605,0.1496037031664183,0.004760837168818494,0.009284291874925818,0.00011869123135558574,0.0037453677449984834,0.04712041884816754,0.01343848497237132,0.004167381012040566,0.043836628113996336,0.04400807100373218,0.08187057380616403,0.009205164387355427,0.05834333416856793,0.07866591055956322,0.008189694963535415,0.054637530167354634,0.07443258997454733,0.007358856344046316,0.05393857069381619,0.10857610086117082
